iter	Logloss
1514	0.2309330698
1515	0.2308563377
1516	0.2307770196
1517	0.2307518994
1518	0.2305987503
1519	0.2305240752
1520	0.2305182125
1521	0.2304973845
1522	0.2304481788
1523	0.2303090922
1524	0.2302333308
1525	0.2302276621
1526	0.2302032557
1527	0.2301605389
1528	0.2301112997
1529	0.2300725948
1530	0.2300214356
1531	0.2299564211
1532	0.2299510789
1533	0.2299468181
1534	0.2299407514
1535	0.2299357512
1536	0.2298483811
1537	0.2298062483
1538	0.2297771401
1539	0.2297310167
1540	0.2296663313
1541	0.2296422359
1542	0.229569749
1543	0.2295642627
1544	0.229539137
1545	0.2295099078
1546	0.2295049922
1547	0.2294745875
1548	0.2294694427
1549	0.2294266755
1550	0.2293435362
1551	0.2293218142
1552	0.2292675356
1553	0.2291980523
1554	0.2290684553
1555	0.2289826545
1556	0.2289647705
1557	0.2289400628
1558	0.2289336522
1559	0.2288863524
1560	0.2288618912
1561	0.228816828
1562	0.228670917
1563	0.2286091926
1564	0.2285500855
1565	0.2285312557
1566	0.2285077794
1567	0.2283905075
1568	0.2282808526
1569	0.2282761163
1570	0.2282194487
1571	0.2281757263
1572	0.2281581057
1573	0.2281524109
1574	0.2281065976
1575	0.2279780736
1576	0.2279547282
1577	0.2279170498
1578	0.2279066712
1579	0.2278813715
1580	0.2278447407
1581	0.2278390079
1582	0.2277463842
1583	0.2277042553
1584	0.2276283709
1585	0.2275286801
1586	0.2274724686
1587	0.2274028988
1588	0.227288046
1589	0.2272770051
1590	0.2272480148
1591	0.2272248879
1592	0.2272192075
1593	0.2270899915
1594	0.2269893919
1595	0.2268958985
1596	0.2268164996
1597	0.226801144
1598	0.2266360392
1599	0.226631859
1600	0.2265898777
1601	0.2264820647
1602	0.2263440705
1603	0.2263212165
1604	0.22625568
1605	0.226094747
1606	0.2259806708
1607	0.2259751488
1608	0.2258974222
1609	0.2258075117
1610	0.2257811384
1611	0.225758822
1612	0.2257116488
1613	0.2257060417
1614	0.2256447746
1615	0.2256095353
1616	0.225604694
1617	0.2255695709
1618	0.2255459078
1619	0.2255288016
1620	0.2254672871
1621	0.2254622878
1622	0.2253522133
1623	0.2252338457
1624	0.2252118825
1625	0.2252035677
1626	0.2251835663
1627	0.2251239593
1628	0.2250121393
1629	0.2249362815
1630	0.2249163905
1631	0.2248909283
1632	0.224886339
1633	0.2248694894
1634	0.2247954103
1635	0.2247395681
1636	0.2247266399
1637	0.2246435963
1638	0.2245844977
1639	0.2245795609
1640	0.2245047262
1641	0.2244993926
1642	0.2244451466
1643	0.2244032315
1644	0.2243984504
1645	0.2243375938
1646	0.2242589815
1647	0.224199659
1648	0.2241772132
1649	0.224077282
1650	0.2240559763
1651	0.2239859404
1652	0.2239732797
1653	0.223898171
1654	0.2238284303
1655	0.2238010949
1656	0.2237940538
1657	0.2237887041
1658	0.2237846037
1659	0.2237735522
1660	0.2237443676
1661	0.2236582278
1662	0.223653559
1663	0.2235845282
1664	0.2235104202
1665	0.2234172417
1666	0.223333238
1667	0.223315738
1668	0.223139531
1669	0.2229067295
1670	0.2229013988
1671	0.2228805124
1672	0.2228697301
1673	0.2228576451
1674	0.2227838089
1675	0.2227204466
1676	0.2227037875
1677	0.2226809561
1678	0.2226170231
1679	0.2225697309
1680	0.2224025694
1681	0.222386785
1682	0.2223558231
1683	0.2222342127
1684	0.2221341046
1685	0.2220946072
1686	0.2219843945
1687	0.2219789498
1688	0.2219035743
1689	0.2218990956
1690	0.2218785402
1691	0.2218313729
1692	0.2218273146
1693	0.2217517308
1694	0.2217470268
1695	0.2217423252
1696	0.2217020444
1697	0.2215493994
1698	0.2215242386
1699	0.2214672048
1700	0.2214143038
1701	0.2213743983
1702	0.2213219898
1703	0.2211947921
1704	0.2211215412
1705	0.2210713707
1706	0.2209977094
1707	0.2209925271
1708	0.2209016795
1709	0.2208158162
1710	0.220751615
1711	0.2206671041
1712	0.2205570589
1713	0.2204174591
1714	0.2204129741
1715	0.2204084144
1716	0.2204038202
1717	0.2203341403
1718	0.2202363578
1719	0.2201353281
1720	0.2200302366
1721	0.2200265512
1722	0.2199717755
1723	0.219903911
1724	0.2197994937
1725	0.2197578172
1726	0.2197353683
1727	0.2197037437
1728	0.2196737258
1729	0.2196394542
1730	0.2196227302
1731	0.2195895429
1732	0.2195689006
1733	0.2194835018
1734	0.2194789211
1735	0.2194614321
1736	0.2194570055
1737	0.2194009545
1738	0.2193808545
1739	0.219376661
1740	0.2193719416
1741	0.2193670978
1742	0.21934314
1743	0.219323142
1744	0.2192968063
1745	0.2191903436
1746	0.2191569296
1747	0.219103928
1748	0.2190990436
1749	0.2190797853
1750	0.2190690272
1751	0.2190447048
1752	0.2189767621
1753	0.2189516448
1754	0.2189473561
1755	0.2188805098
1756	0.218869526
1757	0.2188554981
1758	0.2188246339
1759	0.2187944202
1760	0.2187662362
1761	0.218635126
1762	0.2185749572
1763	0.2185706224
1764	0.2185514144
1765	0.2184824471
1766	0.218478267
1767	0.2182875195
1768	0.2182716144
1769	0.2182192172
1770	0.2181985872
1771	0.2181944184
1772	0.2181672128
1773	0.218050855
1774	0.2180321549
1775	0.2180141919
1776	0.2180102512
1777	0.2179124748
1778	0.2178525433
1779	0.2178290943
1780	0.2178055898
1781	0.2176541533
1782	0.217638408
1783	0.21752561
1784	0.2175075462
1785	0.2174646748
1786	0.2174354784
1787	0.2173246693
1788	0.2173213217
1789	0.2172956669
1790	0.2171751997
1791	0.2171141819
1792	0.2170151402
1793	0.2169594459
1794	0.2169205147
1795	0.2169160521
1796	0.2168241037
1797	0.2167416596
1798	0.2166930387
1799	0.2164991114
1800	0.2164815636
1801	0.2163547833
1802	0.2163236389
1803	0.2161716136
1804	0.2161339692
1805	0.2160622819
1806	0.2160578664
1807	0.2159027864
1808	0.2158713933
1809	0.2157899755
1810	0.2157471925
1811	0.2156626519
1812	0.2155122877
1813	0.2154333241
1814	0.2154123477
1815	0.2154085648
1816	0.2153899948
1817	0.2152795967
1818	0.2151985341
1819	0.2151944455
1820	0.2151130069
1821	0.2150475293
1822	0.2149996111
1823	0.2149447295
1824	0.2148418319
1825	0.2148126551
1826	0.2148087986
1827	0.2147693096
1828	0.2145641926
1829	0.2145595843
1830	0.2144891225
1831	0.2144083099
1832	0.214386158
1833	0.2143660157
1834	0.2143523038
1835	0.2143396642
1836	0.2143311673
1837	0.2143268925
1838	0.2142898402
1839	0.2142714793
1840	0.2141543161
1841	0.2141139553
1842	0.2140362922
1843	0.2138892888
1844	0.2138726777
1845	0.2138502523
1846	0.2137233105
1847	0.2136951059
1848	0.2135906174
1849	0.2134864019
1850	0.2134821197
1851	0.2134103437
1852	0.2132630838
1853	0.2132397406
1854	0.2131988381
1855	0.2130848074
1856	0.213081116
1857	0.2129611849
1858	0.2129575736
1859	0.212906492
1860	0.2129025446
1861	0.2128988776
1862	0.2128403816
1863	0.2127002825
1864	0.2126331451
1865	0.2126169291
1866	0.2124755674
1867	0.2124105704
1868	0.212383444
1869	0.2123615428
1870	0.2123143225
1871	0.2122998935
1872	0.2121988636
1873	0.2121329553
1874	0.2120667438
1875	0.2120628063
1876	0.2119931934
1877	0.2119001356
1878	0.2118961942
1879	0.2118749715
1880	0.2117934149
1881	0.2117633127
1882	0.2117283427
1883	0.2116992345
1884	0.2116415181
1885	0.2115580614
1886	0.2114387908
1887	0.2113836179
1888	0.2113146279
1889	0.211239256
1890	0.2112191892
1891	0.2112152783
1892	0.2111518268
1893	0.2111050028
1894	0.2110315234
1895	0.2109215165
1896	0.2107460023
1897	0.2106054658
1898	0.2105900624
1899	0.2105831325
1900	0.2104615575
1901	0.2103641749
1902	0.210349263
1903	0.210337396
1904	0.2102805629
1905	0.2102659939
1906	0.2102522318
1907	0.2101707711
1908	0.2101584766
1909	0.2101264916
1910	0.2100591968
1911	0.2100528804
1912	0.2099561711
1913	0.2099401608
1914	0.2098288618
1915	0.2097148548
1916	0.2097107482
1917	0.2097030906
1918	0.2096993846
1919	0.2096693882
1920	0.2096085559
1921	0.2095539976
1922	0.2095440773
1923	0.2094466353
1924	0.2094316727
1925	0.2093664677
1926	0.2093631206
1927	0.2093591419
1928	0.2093313602
1929	0.2091635108
1930	0.2091050398
1931	0.2091013477
1932	0.2089989303
1933	0.2088816468
1934	0.2087076193
1935	0.2086729477
1936	0.2086505128
1937	0.2085435056
1938	0.2084212239
1939	0.2084176823
1940	0.2083551659
1941	0.2082926788
1942	0.2081912033
1943	0.2081794121
1944	0.208135766
1945	0.2081322741
1946	0.2080864829
1947	0.2080394652
1948	0.2080358856
1949	0.2079515438
1950	0.2078837017
1951	0.2078802664
1952	0.2077623336
1953	0.2077587203
1954	0.2077435461
1955	0.2077044866
1956	0.2077011742
1957	0.2076976455
1958	0.2076936007
1959	0.2076328544
1960	0.2075948392
1961	0.207575499
1962	0.2075257602
1963	0.207457692
1964	0.2074539496
1965	0.2074370552
1966	0.2073337257
1967	0.2072689402
1968	0.2072451275
1969	0.2070835906
1970	0.2069836432
1971	0.2068695364
1972	0.2068122329
1973	0.206790821
1974	0.2067874721
1975	0.2067452264
1976	0.2067420343
1977	0.2067181123
1978	0.2066799824
1979	0.206666931
1980	0.2066634853
1981	0.2066465606
1982	0.2065924064
1983	0.2065884673
1984	0.2065263332
1985	0.2065224451
1986	0.206519152
1987	0.2064843939
1988	0.2064326851
1989	0.2063605262
1990	0.2063014571
1991	0.2062389046
1992	0.2061178478
1993	0.2061078783
1994	0.2060158212
1995	0.2059495701
1996	0.2059046071
1997	0.2057945755
1998	0.2057824261
1999	0.2056926495
